x,y
-0.3558456,0.560753
-0.3659199,0.5721471
-0.3770184,0.5858821
-0.3905587,0.5986613
-0.4017367,0.6084278
-0.4102319,0.6150836
-0.4184864,0.6219529
-0.4277563,0.6313972
-0.4402722,0.6407314
-0.4520972,0.6491123
-0.4646339,0.6559116
-0.4721431,0.6598799
-0.4791623,0.6624117
-0.487446,0.6677384
-0.4957043,0.6730393
-0.5036535,0.6797998
-0.5094111,0.6838824
-0.514384,0.6891926
-0.5123228,0.6864492
-0.5142646,0.6894865
-0.50969,0.6857022
-0.5095571,0.6881506
-0.5052983,0.6858056
-0.5051432,0.6884102
-0.5014075,0.6844287
-0.5009365,0.6855024
-0.4963482,0.6804304
-0.493743,0.6801285
-0.4878087,0.676998
-0.485379,0.6791583
-0.4789161,0.6771381
-0.4756101,0.6784503
-0.4694444,0.6752214
-0.4643114,0.6747412
-0.4527808,0.6718345
-0.4389112,0.6679594
-0.4225647,0.6633686
-0.4047113,0.6577232
-0.3857003,0.6535223
-0.3650472,0.6493307
-0.3446243,0.6460748
-0.3244513,0.6439785
-0.3053753,0.6426972
-0.2859756,0.6410729
-0.2651775,0.6396692
-0.2432976,0.6395958
-0.2218395,0.6404053
-0.2013521,0.6411117
-0.1816312,0.6408966
-0.1618208,0.6400661
-0.141029,0.6386558
-0.1200206,0.636899
-0.09978479,0.6360348
-0.08238712,0.6367599
-0.06763875,0.6386092
-0.05568017,0.6401203
-0.04307329,0.6408297
-0.02838249,0.6397603
-0.01233297,0.6389455
0.00464899,0.6389148
0.01934234,0.6400439
0.03314591,0.6417763
0.0471263,0.6427015
0.0611645,0.6425602
0.07460172,0.6410896
0.08818912,0.6406009
0.09991698,0.6410257
0.1137735,0.6424718
0.1278168,0.6438001
0.1419848,0.6446621
0.1548314,0.6442953
0.166616,0.6450452
0.1777572,0.6463872
0.1895348,0.647637
0.2017077,0.6479459
0.2130783,0.6471014
0.2234537,0.6460207
0.2324272,0.6441181
0.2409268,0.6428502
0.2471927,0.640156
0.2558869,0.6405823
0.262668,0.6381772
0.2690872,0.6380824
0.2728801,0.6332757
0.2785747,0.6310265
0.2824353,0.6246356
0.2874381,0.6189702
0.2923785,0.6106908
0.2961302,0.6018529
0.3000924,0.5946084
0.3027947,0.5879038
0.3052797,0.5800166
0.3089567,0.5709645
0.3134649,0.5607305
0.317662,0.5488173
0.3214933,0.537473
0.3227488,0.5277128
0.3247627,0.5200168
0.3274829,0.5123066
0.331351,0.5030344
0.3349342,0.4911234
0.3378473,0.478384
0.3399595,0.4655884
0.3422379,0.4550047
0.3449883,0.4451496
0.3489942,0.4358349
0.3542668,0.4255778
0.3593814,0.4147202
0.3647596,0.4033917
0.3692811,0.3933649
0.3745932,0.3842655
0.3795553,0.3741122
0.3855647,0.3638415
0.3908182,0.3529041
0.3955216,0.3412727
0.3983056,0.3301775
0.4011581,0.3195695
0.4034121,0.3100875
0.4057047,0.2992694
0.4080254,0.2874142
0.4087494,0.2749147
0.4097675,0.2625954
0.4105531,0.2525422
0.410951,0.2446953
0.4098673,0.2376437
0.4129025,0.2330105
0.4105562,0.2240223
0.4142101,0.2145552
0.4134879,0.2059606
0.4129429,0.1986726
0.4123106,0.194914
0.4100789,0.1898474
0.4105266,0.1870143
0.4083286,0.182774
0.4091863,0.1807612
0.4058203,0.17823
0.4056236,0.177104
0.4017201,0.1742877
0.4017259,0.1721293
0.3984318,0.1688293
0.3976775,0.1681412
0.3932727,0.1676893
0.3925268,0.16934
0.3895016,0.1679613
0.3907143,0.1670076
0.3878698,0.1646278
0.3880451,0.1648369
0.3845604,0.1635248
0.3844416,0.1637045
0.3811476,0.1626623
0.3816939,0.1638143
0.3795881,0.1648639
0.3815766,0.1674766
0.3797569,0.1683739
0.3826558,0.1702294
0.3805426,0.1699557
